laptop_id,full_name_with_specs,link_profile,full_name,producer,model,cpu,cpu_mark,gpu,disc,ram,ram_tech,display_size,display_resolution,display_hz,display_tech,weight,hdmi_version,wifi_version,bluetooth_version,webcam_resolution,microphone_count,publishing_date,price_in_dollar,review_link,amazon_link,dimensions,ethernet,fingerprint_reader,service_rank,service_level
40,"Dell Latitude 7420ProcessorIntel Core i5-1145G7Internal memory16GB RAMVideo cardIntel Iris Xe Graphics G7 (96EU)Display14.0”, Full HD (1920 x 1080), IPSSolid-state drive512GB SSD",https://laptopmedia.com/laptop-specs/dell-latitude-7420-4/,Dell Latitude 7420,Dell,Latitude7420,Intel Core i5-1145G7,9950,Intel Iris Xe Graphics G7 (96EU),512GB SSD,16GB,"LPDDR4x,4267MHz",14.0”, Full HD (1920 x 1080),, IPS,"321.35 x 208.69 x 16.90 ~ 18.88 mm (12.65"" x 8.22"" x 0.67"")",2.0,802.11ax,5.1,720p,2x Microphones,12.02.2021,,,,,,Fingerprint reader,4,80/100
41,"MSI Stealth GS77ProcessorIntel Core i7-12700HInternal memory32GB RAMVideo cardNVIDIA GeForce RTX 3080 (Laptop, 105W)Display17.3"", QHD (2560 x 1440), 240 Hz, IPSSolid-state drive8000GB SSD",https://laptopmedia.com/laptop-specs/msi-stealth-gs77-23/,MSI Stealth GS77,MSI,StealthGS77,Intel Core i7-12700H,26457,"NVIDIA GeForce RTX 3080 (Laptop, 105W)",8000GB SSD,32GB,"DDR5,4800MHz","17.3""", QHD (2560 x 1440), 240 Hz, IPS,,2.1,802.11ax,5.2,1080p,,06.04.2022,,,,,"10, 100, 1000, 2500 Mbit/s",Fingerprint reader,10,44/100
42,"MSI GF65 ThinProcessorIntel Core i5-9300HInternal memory16GB RAMVideo cardNVIDIA GeForce GTX 1660 Ti (Laptop)Display15.6”, Full HD (1920 x 1080), 120 Hz, IPSSolid-state drive512GB SSD",https://laptopmedia.com/laptop-specs/msi-gf65-thin-1529/,MSI GF65 Thin,MSI,GF65Thin,Intel Core i5-9300H,7645,NVIDIA GeForce GTX 1660 Ti (Laptop),512GB SSD,16GB,DDR4,15.6”, Full HD (1920 x 1080), 120 Hz, IPS,,,802.11ac,5.0,720p,,29.06.2022,,,,,,Fingerprint reader,10,44/100
43,"Lenovo ThinkPad X1 Yoga 6ProcessorIntel Core i7-1185G7Internal memory32GB RAMVideo cardIntel Iris Xe Graphics G7 (96EU)Display14.0”, WUXGA (1920 x 1200), IPSSolid-state drive512GB SSD",https://laptopmedia.com/laptop-specs/lenovo-thinkpad-x1-yoga-6-34/,Lenovo ThinkPad X1 Yoga 6,Lenovo,ThinkPadX1Yoga6,Intel Core i7-1185G7,10562,Intel Iris Xe Graphics G7 (96EU),512GB SSD,32GB,,14.0”, WUXGA (1920 x 1200),, IPS,"314.4 x 223 x 15.0 mm (12.38"" x 8.78"" x 0.59"")",2.0,802.11ax,5.2,720p,4x Microphones,13.07.2022,,,,,,Fingerprint reader,3,85/100
44,"HP Pavilion Gaming 15 (15-dk)ProcessorIntel Core i5-9300HInternal memory8GB RAMVideo cardNVIDIA GeForce GTX 1650 (Laptop)Display15.6”, Full HD (1920 x 1080), IPSSolid-state drive256GB SSD",https://laptopmedia.com/laptop-specs/hp-pavilion-gaming-15-15-dk-9/,HP Pavilion Gaming 15 (15-dk),HP,PavilionGaming15(15-dk),Intel Core i5-9300H,7645,NVIDIA GeForce GTX 1650 (Laptop),256GB SSD,8GB,2400MHz,15.6”, Full HD (1920 x 1080),, IPS,"- x - x 23.4 mm (0.00"" x 0.00"" x 0.92"")",,,,720p,2x Microphones,27.07.2020,,,,,"10, 100, 1000 Mbit/s",Fingerprint reader,9,63/100
45,"MSI Stealth 15MProcessorIntel Core i7-1260PInternal memory64GB RAMVideo cardNVIDIA GeForce RTX 3060 (Laptop, 75W)Display15.6”, Full HD (1920 x 1080), 144 Hz, IPSSolid-state drive8000GB SSD",https://laptopmedia.com/laptop-specs/msi-stealth-15m-235/,MSI Stealth 15M,MSI,Stealth15M,Intel Core i7-1260P,17211,"NVIDIA GeForce RTX 3060 (Laptop, 75W)",8000GB SSD,64GB,DDR4,15.6”, Full HD (1920 x 1080), 144 Hz, IPS,,2.1,802.11ax,5.2,720p,,27.04.2022,,,,,,Fingerprint reader,10,44/100
46,"HP Chromebook 14 (14-db0043wm)ProcessorAMD A4-9120CInternal memory4GB RAMVideo cardAMD Radeon R4Display14.0”, Full HD (1920 x 1080), IPSSolid-state drive32GB SSD",https://laptopmedia.com/laptop-specs/hp-chromebook-14-14-db0043wm/,HP Chromebook 14 (14-db0043wm),HP,Chromebook14(14-db0043wm),AMD A4-9120C,825,AMD Radeon R4,32GB SSD,4GB,1866MHz,14.0”, Full HD (1920 x 1080),, IPS,"3.2 Gen 1 (5 Gbps), Power Delivery (PD), Sleep and Charge",,802.11ac,4.2,720p,,10.09.2020,,,,,,,9,63/100
47,"HP 14 (14-fq0041nr)ProcessorAMD 3020eInternal memory4GB RAMVideo cardAMD Radeon RX Vega 3Display14.0”, HD (1366 x 768), TNSolid-state drive64GB SSD",https://laptopmedia.com/laptop-specs/hp-14-14-fq0041nr/,HP 14 (14-fq0041nr),HP,14(14-fq0041nr),AMD 3020e,2457,AMD Radeon RX Vega 3,64GB SSD,4GB,,14.0”, HD (1366 x 768),, TN,3.2 Gen 1 (5 Gbps),1.4b,802.11ac,4.2,720p,1x Microphone,12.09.2020,,,,,,,9,63/100
48,"Acer Aspire 3ProcessorAMD Ryzen 5 7520UInternal memory8GB RAMVideo cardAMD Radeon 610MDisplay15.6”, Full HD (1920 x 1080), IPSSolid-state drive512GB SSD",https://laptopmedia.com/laptop-specs/acer-aspire-3-1250/,Acer Aspire 3,Acer,Aspire3,AMD Ryzen 5 7520U,9555,AMD Radeon 610M,512GB SSD,8GB,,15.6”, Full HD (1920 x 1080),, IPS,"362.9 x 237.5 x 18.9 mm (14.29"" x 9.35"" x 0.74"")",2.1,802.11ax,5.0,,,31.01.2023,,,,,"10, 100, 1000 Mbit/s",Fingerprint reader,7,73/100
49,"Acer Swift 3 (SF313-52-52VA)ProcessorIntel Core i5-1035G4Internal memory8GB RAMVideo cardIntel Iris Plus Graphics G4Display13.5”, 2K (2256 x 1504), IPSSolid-state drive512GB SSD",https://laptopmedia.com/laptop-specs/acer-swift-3-sf313-52-52va/,Acer Swift 3 (SF313-52-52VA),Acer,Swift3(SF313-52-52VA),Intel Core i5-1035G4,7990,Intel Iris Plus Graphics G4,512GB SSD,8GB,,13.5”, 2K (2256 x 1504),, IPS,"302.5 x 233.9 x 16 mm (11.91"" x 9.21"" x 0.63"")",,802.11ax,5.0,720p,,01.04.2020,,,,,,Fingerprint reader,7,73/100
50,"Lenovo ThinkPad P16 Gen 1ProcessorIntel Core i7-12800HXInternal memory32GB RAMVideo cardNVIDIA RTX A1000 (Laptop)Display16.0”, WQUXGA (3840 x 2400), IPSSolid-state drive1000GB SSD",https://laptopmedia.com/laptop-specs/lenovo-thinkpad-p16-gen-1-9/,Lenovo ThinkPad P16 Gen 1,Lenovo,ThinkPadP16Gen1,Intel Core i7-12800HX,32714,NVIDIA RTX A1000 (Laptop),1000GB SSD,32GB,,16.0”, WQUXGA (3840 x 2400),, IPS,"364 x 266 x 30.23 mm (14.33"" x 10.47"" x 1.19"")",,802.11ax,5.1,1080p,2x Microphones,02.09.2022,,,,,,Fingerprint reader,3,85/100
51,"Lenovo ThinkPad X1 Carbon Gen 10ProcessorIntel Core i7-1280PInternal memory32GB RAMVideo cardIntel Iris Xe Graphics G7 (96EU)Display14.0”, WUXGA (1920 x 1200), IPSSolid-state drive512GB SSD",https://laptopmedia.com/laptop-specs/lenovo-thinkpad-x1-carbon-gen-10-19/,Lenovo ThinkPad X1 Carbon Gen 10,Lenovo,ThinkPadX1CarbonGen10,Intel Core i7-1280P,20449,Intel Iris Xe Graphics G7 (96EU),512GB SSD,32GB,,14.0”, WUXGA (1920 x 1200),, IPS,"315.6 x 222.5 x 14.95 - 15.36 mm (12.43"" x 8.76"" x 0.59"")",2.0b,802.11ax,5.2,720p / 1080p,4x Microphones,05.09.2022,$1919.00,https://laptopmedia.com/review/lenovo-thinkpad-x1-carbon-10th-gen/,https://www.amazon.com/exec/obidos/ASIN/B0B8GW98X7?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,,,Fingerprint reader,3,85/100
52,"Acer Predator Triton 500ProcessorIntel Core i7-10750HInternal memory32GB RAMVideo cardNVIDIA GeForce RTX 2070 SUPER Max-QDisplay15.6”, Full HD (1920 x 1080), 300 Hz, IPSSolid-state drive512GB SSD",https://laptopmedia.com/laptop-specs/acer-predator-triton-500-52/,Acer Predator Triton 500,Acer,PredatorTriton500,Intel Core i7-10750H,12027,NVIDIA GeForce RTX 2070 SUPER Max-Q,512GB SSD,32GB,,15.6”, Full HD (1920 x 1080), 300 Hz, IPS + G-Sync,"359 x 255 x 17.8 mm (14.13"" x 10.04"" x 0.70"")",,,,,,08.11.2022,,,,,,Fingerprint reader,7,73/100
53,"ASUS VivoBook 14ProcessorIntel Core i3-1115G4Internal memory8GB RAMVideo cardIntel UHD Graphics Xe G4 (48EU)Display14.0”, HD (1366 x 768), TNSolid-state drive256GB SSD",https://laptopmedia.com/laptop-specs/asus-vivobook-14-337/,ASUS VivoBook 14,ASUS,VivoBook14,Intel Core i3-1115G4,6143,Intel UHD Graphics Xe G4 (48EU),256GB SSD,8GB,,14.0”, HD (1366 x 768),, TN,3.2 Gen 1 (5 Gbps),1.4,802.11ac,4.1,VGA,1x Microphone,08.12.2022,,,,,,Fingerprint reader,5,80/100
54,"Lenovo Legion 7 15ProcessorIntel Core i7-10750HInternal memory16GB RAMVideo cardNVIDIA GeForce RTX 2070 SUPER Max-QDisplay15.6”, Full HD (1920 x 1080), 144 Hz, IPSSolid-state drive1000GB SSD",https://laptopmedia.com/laptop-specs/lenovo-legion-7-15-37/,Lenovo Legion 7 15,Lenovo,Legion715,Intel Core i7-10750H,12027,NVIDIA GeForce RTX 2070 SUPER Max-Q,1000GB SSD,16GB,DDR4,15.6”, Full HD (1920 x 1080), 144 Hz, IPS,,2.0,802.11ax,5.0,720p,2x Microphones,23.11.2020,,,,"359.3 x 259 x 19.9 mm (14.15"" x 10.20"" x 0.78"")","10, 100, 1000 Mbit/s",Fingerprint reader,3,85/100
55,"Lenovo ThinkPad P14s Gen 3ProcessorIntel Core i7-1260PInternal memory16GB RAMVideo cardNVIDIA Quadro T550Display14.0"", FHD+ (1920 x 1200), IPSSolid-state drive512GB SSD",https://laptopmedia.com/laptop-specs/lenovo-thinkpad-p14s-gen-3-33/,Lenovo ThinkPad P14s Gen 3,Lenovo,ThinkPadP14sGen3,Intel Core i7-1260P,17211,NVIDIA Quadro T550,512GB SSD,16GB,,"14.0""", Full HD + (1920 x 1200),, IPS,"317.7 x 227.36 x 17.9 - 17.95 mm (12.51"" x 8.95"" x 0.70"")",2.0,802.11ax,5.1,720p / 1080p,2x Microphones,15.12.2022,,,,,"10, 100, 1000 Mbit/s",Fingerprint reader,3,85/100
56,"Lenovo ThinkPad T490sProcessorIntel Core i7-8665UInternal memory16GB RAMVideo cardIntel UHD Graphics 620Display14.0”, Full HD (1920 x 1080), IPSSolid-state drive128GB SSD",https://laptopmedia.com/laptop-specs/lenovo-thinkpad-t490s-149/,Lenovo ThinkPad T490s,Lenovo,ThinkPadT490s,Intel Core i7-8665U,6281,Intel UHD Graphics 620,128GB SSD,16GB,,14.0”, Full HD (1920 x 1080),, IPS,"3.2 Gen 2 (10 Gbps), Thunderbolt 3, Power Delivery (PD), DisplayPort, HDMI",,802.11ac,5.0,720p,,04.10.2021,$1399.98,https://laptopmedia.com/review/lenovo-thinkpad-t490s-review-a-thinkpad-and-ultrabook-in-one/,https://www.amazon.com/exec/obidos/ASIN/B08M8SPS19?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,,,,3,85/100
57,"ASUS TUF Gaming F15 FX506ProcessorIntel Core i5-10300HInternal memory32GB RAMVideo cardNVIDIA GeForce GTX 1650 (Laptop)Display15.6”, Full HD (1920 x 1080), 144 Hz, IPSSolid-state drive1000GB SSD",https://laptopmedia.com/laptop-specs/asus-tuf-gaming-f15-fx506-429/,ASUS TUF Gaming F15 FX506,ASUS,TUFGamingF15FX506,Intel Core i5-10300H,8489,NVIDIA GeForce GTX 1650 (Laptop),1000GB SSD,32GB,DDR4,15.6”, Full HD (1920 x 1080), 144 Hz, IPS,,2.0b,802.11ax,5.0,720p,,01.11.2021,,,,"359.8 x 256 x 24.7 ~ 24.9 mm (14.17"" x 10.08"" x 0.97"")",,Fingerprint reader,5,80/100
58,"AORUS 15PProcessorIntel Core i7-11800HInternal memory16GB RAMVideo cardNVIDIA GeForce RTX 3070 (Laptop, 130W)Display15.6”, Full HD (1920 x 1080), 300 Hz, IPSSolid-state drive1000GB SSD",https://laptopmedia.com/laptop-specs/aorus-15p-23/,AORUS 15P,AORUS,15P,Intel Core i7-11800H,20772,"NVIDIA GeForce RTX 3070 (Laptop, 130W)",1000GB SSD,16GB,"DDR4,3200MHz",15.6”, Full HD (1920 x 1080), 300 Hz, IPS,,2.1,802.11ax,5.2,720p,,27.07.2021,,,,,"10, 100, 1000, 2500 Mbit/s",Fingerprint reader,,
59,"Dell Inspiron 7573ProcessorIntel Core i7-8550UInternal memory12GB RAMVideo cardIntel UHD Graphics 620Display15.6”, Full HD (1920 x 1080), IPSHard drive2000GB HDD",https://laptopmedia.com/laptop-specs/dell-inspiron-7573-249/,Dell Inspiron 7573,Dell,Inspiron7573,Intel Core i7-8550U,5930,Intel UHD Graphics 620,2000GB HDD,12GB,,15.6”, Full HD (1920 x 1080),, IPS,2.26 kg (5 lbs),,802.11ac,4.2,720p,1x Microphone,13.08.2021,,,,,,,4,80/100
60,"Acer Nitro 5ProcessorAMD Ryzen 7 5800HInternal memory16GB RAMVideo cardNVIDIA GeForce RTX 3060 (Laptop, 95W)Display15.6”, Full HD (1920 x 1080), 144 Hz, IPSSolid-state drive1000GB SSD",https://laptopmedia.com/laptop-specs/acer-nitro-5-934/,Acer Nitro 5,Acer,Nitro5,AMD Ryzen 7 5800H,21156,"NVIDIA GeForce RTX 3060 (Laptop, 95W)",1000GB SSD,16GB,DDR4,15.6”, Full HD (1920 x 1080), 144 Hz, IPS,,2.1,802.11ax,5.0,720p,x Microphones,23.02.2022,,,,"363.4 x 255 x 23.9 mm (14.31"" x 10.04"" x 0.94"")","10, 100, 1000 Mbit/s",Fingerprint reader,7,73/100
61,"ASUS ROG Strix G17 G713ProcessorAMD Ryzen 7 4800HInternal memory16GB RAMVideo cardNVIDIA GeForce RTX 3060 (Laptop, 130W)Display17.3”, Full HD (1920 x 1080), 144 Hz, IPSSolid-state drive1000GB SSD",https://laptopmedia.com/laptop-specs/asus-rog-strix-g17-g713-240/,ASUS ROG Strix G17 G713,ASUS,ROGStrixG17G713,AMD Ryzen 7 4800H,18678,"NVIDIA GeForce RTX 3060 (Laptop, 130W)",1000GB SSD,16GB,3200MHz,17.3”, Full HD (1920 x 1080), 144 Hz, IPS + FreeSync,"395 x 282.1 x 23.4 ~ 27.5 mm (15.55"" x 11.11"" x 0.92"")",2.0b,802.11ax,5.1,,1x Microphone,19.11.2021,$1533.99,https://laptopmedia.com/review/asus-rog-strix-g17-g713-review-monstrous-hardware-and-a-300hz-display/,https://www.amazon.com/exec/obidos/ASIN/B09MCY4WNB?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,,"10, 100, 1000 Mbit/s",Fingerprint reader,5,80/100
62,"Dell Latitude 7420ProcessorIntel Core i7-1185G7Internal memory32GB RAMVideo cardIntel Iris Xe Graphics G7 (96EU)Display14.0”, Full HD (1920 x 1080), IPSSolid-state drive512GB SSD",https://laptopmedia.com/laptop-specs/dell-latitude-7420-42/,Dell Latitude 7420,Dell,Latitude7420,Intel Core i7-1185G7,10562,Intel Iris Xe Graphics G7 (96EU),512GB SSD,32GB,4266MHz,14.0”, Full HD (1920 x 1080),, IPS,"321.35 x 208.69 x 16.90 ~ 18.88 mm (12.65"" x 8.22"" x 0.67"")",2.0,802.11ax,5.1,720p,2x Microphones,12.11.2021,,,,,,Fingerprint reader,4,80/100
63,"Acer Aspire 5ProcessorIntel Core i3-1115G4Internal memory8GB RAMVideo cardIntel UHD Graphics Xe G4 (48EU)Display15.6”, Full HD (1920 x 1080), IPSSolid-state drive128GB SSD",https://laptopmedia.com/laptop-specs/acer-aspire-5-2763/,Acer Aspire 5,Acer,Aspire5,Intel Core i3-1115G4,6143,Intel UHD Graphics Xe G4 (48EU),128GB SSD,8GB,,15.6”, Full HD (1920 x 1080),, IPS,"363.4 x 238.5 x 17.9 mm (14.31"" x 9.39"" x 0.70"")",,802.11ax,5.0,,,16.02.2023,,,,,,,7,73/100
64,"Lenovo V15ProcessorIntel Core i3-1005G1Internal memory4GB RAMVideo cardIntel UHD Graphics G1Display15.6”, Full HD (1920 x 1080), TNSolid-state drive120GB SSD",https://laptopmedia.com/laptop-specs/lenovo-v15-707/,Lenovo V15,Lenovo,V15,Intel Core i3-1005G1,4989,Intel UHD Graphics G1,120GB SSD,4GB,,15.6”, Full HD (1920 x 1080),, TN,"362 x 252 x 19.9 mm (14.25"" x 9.92"" x 0.78"")",1.4b,802.11ac,4.2,720p,1x Microphone,01.03.2023,,,,,,Fingerprint reader,3,85/100
65,"Dell Vostro 3520ProcessorIntel Core i7-1255UInternal memory32GB RAMVideo cardIntel Iris Xe Graphics G7 (96EU)Display15.6”, Full HD (1920 x 1080), IPSSolid-state drive2000GB SSD",https://laptopmedia.com/laptop-specs/dell-vostro-3520-105/,Dell Vostro 3520,Dell,Vostro3520,Intel Core i7-1255U,13790,Intel Iris Xe Graphics G7 (96EU),2000GB SSD,32GB,,15.6”, Full HD (1920 x 1080),, IPS,2.0,1.4,802.11ax,5.2,720p / 1080p,2x Microphones,22.08.2023,,,,,"10, 100, 1000 Mbit/s",Fingerprint reader,4,80/100
66,"Acer Aspire 3ProcessorAMD Ryzen 5 3500UInternal memory12GB RAMVideo cardAMD Radeon RX Vega 8 (R2000/3000, 15W)Display15.6”, Full HD (1920 x 1080), TNSolid-state drive512GB SSD",https://laptopmedia.com/laptop-specs/acer-aspire-3-1674/,Acer Aspire 3,Acer,Aspire3,AMD Ryzen 5 3500U,6994,"AMD Radeon RX Vega 8 (R2000/3000, 15W)",512GB SSD,12GB,,15.6”, Full HD (1920 x 1080),, TN,2.0,,,,,,17.08.2023,,,,,"10, 100, 1000 Mbit/s",Fingerprint reader,7,73/100
67,"Acer Aspire 3ProcessorAMD Ryzen 5 7520UInternal memory8GB RAMVideo cardAMD Radeon 610MDisplay15.6”, Full HD (1920 x 1080), IPSSolid-state drive2000GB SSD",https://laptopmedia.com/laptop-specs/acer-aspire-3-1690/,Acer Aspire 3,Acer,Aspire3,AMD Ryzen 5 7520U,9555,AMD Radeon 610M,2000GB SSD,8GB,,15.6”, Full HD (1920 x 1080),, IPS,"362.9 x 237.5 x 18.9 mm (14.29"" x 9.35"" x 0.74"")",2.1,802.11ax,5.0,,,17.08.2023,,,,,"10, 100, 1000 Mbit/s",Fingerprint reader,7,73/100
68,"Dell Inspiron 3520ProcessorIntel Core i5-1135G7Internal memory8GB RAMVideo cardIntel Iris Xe Graphics G7 (80EU)Display15.6”, Full HD (1920 x 1080), IPSSolid-state drive256GB SSD",https://laptopmedia.com/laptop-specs/dell-inspiron-3520-350/,Dell Inspiron 3520,Dell,Inspiron3520,Intel Core i5-1135G7,9901,Intel Iris Xe Graphics G7 (80EU),256GB SSD,8GB,,15.6”, Full HD (1920 x 1080),, IPS,2.0,1.4,802.11ax,5.2,720p / 1080p,2x Microphones,18.08.2023,,,,,,Fingerprint reader,4,80/100
69,"ASUS ROG Zephyrus G14ProcessorAMD Ryzen 9 5900HSInternal memory40GB RAMVideo cardNVIDIA GeForce RTX 3050 Ti (Laptop, 75W)Display14.0″, WQHD (2560 x 1440), 120 Hz, IPSSolid-state drive1000GB SSD",https://laptopmedia.com/laptop-specs/asus-rog-zephyrus-g14-1049/,ASUS ROG Zephyrus G14,ASUS,ROGZephyrusG14,AMD Ryzen 9 5900HS,21851,"NVIDIA GeForce RTX 3050 Ti (Laptop, 75W)",1000GB SSD,40GB,DDR4,14.0″, WQHD (2560 x 1440), 120 Hz, IPS,1.60 kg (3.5 lbs),2.0b,802.11ax,5.0,,,27.09.2023,,,,"324 x 222 x 17.9 ~ 19.9 mm (12.76"" x 8.74"" x 0.70"")",,Fingerprint reader,5,80/100
70,"ASUS ROG Flow X16ProcessorIntel Core i9-13900HInternal memory32GB RAMVideo cardNVIDIA GeForce RTX 4070 (Laptop, 120W)Display16.0"", WQXGA (2560 x 1600), 240 Hz, IPSSolid-state drive1000GB SSD",https://laptopmedia.com/laptop-specs/asus-rog-flow-x16-262/,ASUS ROG Flow X16,ASUS,ROGFlowX16,Intel Core i9-13900H,29739,"NVIDIA GeForce RTX 4070 (Laptop, 120W)",1000GB SSD,32GB,,"16.0""", WQXGA (2560 x 1600), 240 Hz, IPS + G-Sync,"355 x 243 x 19.4 - 21.9 mm (13.98"" x 9.57"" x 0.76"")",2.1,802.11ax,5.2,1080p,3x Microphones,27.09.2023,,,,,,Fingerprint reader,5,80/100
71,"Dell Inspiron 7635 2-in-1ProcessorAMD Ryzen 7 7730UInternal memory16GB RAMVideo cardAMD Radeon RX Vega 8 (R4000/5000, 15W)Display16.0″, WUXGA (1920 x 1200), IPSSolid-state drive2000GB SSD",https://laptopmedia.com/laptop-specs/dell-inspiron-7635-2-in-1-25/,Dell Inspiron 7635 2-in-1,Dell,Inspiron76352-in-1,AMD Ryzen 7 7730U,18796,"AMD Radeon RX Vega 8 (R4000/5000, 15W)",2000GB SSD,16GB,,16.0″, WUXGA (1920 x 1200),, IPS,3.2 Gen 1 (5 Gbps),,802.11ax,5.3,1080p,2x Microphones,28.09.2023,,,,,,Fingerprint reader,4,80/100
72,"Lenovo LOQ 15ProcessorAMD Ryzen 7 7840HSInternal memory32GB RAMVideo cardNVIDIA GeForce RTX 4060 (Laptop)Display15.6”, Full HD (1920 x 1080), 144 Hz, IPSSolid-state drive2000GB SSD",https://laptopmedia.com/laptop-specs/lenovo-loq-15-21/,Lenovo LOQ 15,Lenovo,LOQ15,AMD Ryzen 7 7840HS,29016,NVIDIA GeForce RTX 4060 (Laptop),2000GB SSD,32GB,,15.6”, Full HD (1920 x 1080), 144 Hz, IPS + G-Sync,2.0,2.1,802.11ax,5.1,1080p,2x Microphones,01.10.2023,,,,,"10, 100, 1000 Mbit/s",Fingerprint reader,3,85/100
73,"Lenovo ThinkPad E16 Gen 1ProcessorIntel Core i5-1335UInternal memory40GB RAMVideo cardIntel Iris Xe Graphics G7 (80EU)Display16.0”, WUXGA (1920 x 1200), IPSSolid-state drive1000GB SSD",https://laptopmedia.com/laptop-specs/lenovo-thinkpad-e16-gen-1-17/,Lenovo ThinkPad E16 Gen 1,Lenovo,ThinkPadE16Gen1,Intel Core i5-1335U,17424,Intel Iris Xe Graphics G7 (80EU),1000GB SSD,40GB,,16.0”, WUXGA (1920 x 1200),, IPS,2.0,2.0,802.11ax,5.1,720p / 1080p,2x Microphones,29.09.2023,,,,,"10, 100, 1000 Mbit/s",Fingerprint reader,3,85/100
74,"Dell Latitude 3540ProcessorIntel Core i7-1355UInternal memory16GB RAMVideo cardIntel Iris Xe Graphics G7 (96EU)Display15.6”, Full HD (1920 x 1080), IPSSolid-state drive256GB SSD",https://laptopmedia.com/laptop-specs/dell-latitude-3540-7/,Dell Latitude 3540,Dell,Latitude3540,Intel Core i7-1355U,15276,Intel Iris Xe Graphics G7 (96EU),256GB SSD,16GB,,15.6”, Full HD (1920 x 1080),, IPS,3.2 Gen 1 (5 Gbps),1.4,802.11ax,5.3,720p / 1080p,x Microphones,07.06.2023,,,,,"10, 100, 1000 Mbit/s",Fingerprint reader,4,80/100
75,"HP OMEN 17ProcessorIntel Core i7-12700HInternal memory16GB RAMVideo cardNVIDIA GeForce RTX 3070 Ti (Laptop)Display17.3"", QHD (2560 x 1440), 165 Hz, IPSSolid-state drive1000GB SSD",https://laptopmedia.com/laptop-specs/hp-omen-17-1577/,HP OMEN 17,HP,OMEN17,Intel Core i7-12700H,26457,NVIDIA GeForce RTX 3070 Ti (Laptop),1000GB SSD,16GB,DDR5,"17.3""", QHD (2560 x 1440), 165 Hz, IPS,,2.1,802.11ax,5.2,720p,2x Microphones,08.06.2023,$1549.00,https://laptopmedia.com/review/hp-omen-17-2023-17-ck2000-review-it-is-pretty-good-but-cant-match-its-direct-competitors/,https://www.amazon.com/exec/obidos/ASIN/B0C5VYT78P?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,"397.25 x 262.12 x 27 mm (15.64"" x 10.32"" x 1.06"")","10, 100, 1000 Mbit/s",Fingerprint reader,9,63/100
76,"HP OMEN 17ProcessorIntel Core i9-13900HXInternal memory32GB RAMVideo cardNVIDIA GeForce RTX 4090 (Laptop, 175W)Display17.3"", QHD (2560 x 1440), 240 Hz, IPSSolid-state drive1000GB SSD",https://laptopmedia.com/laptop-specs/hp-omen-17-1584/,HP OMEN 17,HP,OMEN17,Intel Core i9-13900HX,44951,"NVIDIA GeForce RTX 4090 (Laptop, 175W)",1000GB SSD,32GB,DDR5,"17.3""", QHD (2560 x 1440), 240 Hz, IPS,,2.1,802.11ax,5.2,720p,2x Microphones,08.06.2023,,,,"397.25 x 262.12 x 27 mm (15.64"" x 10.32"" x 1.06"")","10, 100, 1000 Mbit/s",Fingerprint reader,9,63/100
77,"Lenovo Legion Pro 5i 16ProcessorIntel Core i7-13700HXInternal memory64GB RAMVideo cardNVIDIA GeForce RTX 4060 (Laptop, 140W)Display16.0"", WQXGA (2560 x 1600), 165 Hz, IPSSolid-state drive4000GB SSD",https://laptopmedia.com/laptop-specs/lenovo-legion-pro-5i-16-154/,Lenovo Legion Pro 5i 16,Lenovo,LegionPro5i16,Intel Core i7-13700HX,34153,"NVIDIA GeForce RTX 4060 (Laptop, 140W)",4000GB SSD,64GB,,"16.0""", WQXGA (2560 x 1600), 165 Hz, IPS + G-Sync,"363.4 x 260.35 x 22.45-26.75 mm (14.31"" x 10.25"" x 0.88"")",2.1,802.11ax,5.1,720p / 1080p,2x Microphones,12.08.2023,$2379.00,https://laptopmedia.com/review/lenovo-legion-pro-5-16-2023-review-could-not-be-compromised-as-hard-as-they-tried/,https://www.amazon.com/exec/obidos/ASIN/B0CCNXMWRX?tag=specslaptops-20&linkCode=assoc-rails-rate-card-link-code-tw3,,"10, 100, 1000 Mbit/s",Fingerprint reader,3,85/100
78,"ASUS TUF Dash F15ProcessorIntel Core i7-11370HInternal memory16GB RAMVideo cardNVIDIA GeForce RTX 3050 Ti (Laptop, 75W)Display15.6”, Full HD (1920 x 1080), 144 Hz, IPSSolid-state drive1000GB SSD",https://laptopmedia.com/laptop-specs/asus-tuf-dash-f15-1370/,ASUS TUF Dash F15,ASUS,TUFDashF15,Intel Core i7-11370H,11773,"NVIDIA GeForce RTX 3050 Ti (Laptop, 75W)",1000GB SSD,16GB,,15.6”, Full HD (1920 x 1080), 144 Hz, IPS + FreeSync,"360 x 252 x 19.9 mm (14.17"" x 9.92"" x 0.78"")",2.0b,802.11ax,5.1,,1x Microphone,25.09.2023,,,,,"10, 100, 1000 Mbit/s",Fingerprint reader,5,80/100
